Mun;CodIBGE;Tx_Roub2002;Tx_Roub2003;Tx_Roub2004;Tx_Roub2005;Tx_Roub2006;Tx_Roub2007;Tx_Roub2008;Tx_Roub2009;Tx_Roub2010;Tx_Roub2011;Tx_Roub2012;Tx_Roub2013;Tx_Roub2014;Tx_Roub2015;Tx_RoubVei2002;Tx_RoubVei2003;Tx_RoubVei2004;Tx_RoubVei2005;Tx_RoubVei2006;Tx_RoubVei2007;Tx_RoubVei2008;Tx_RoubVei2009;Tx_RoubVei2010;Tx_RoubVei2011;Tx_RoubVei2012;Tx_RoubVei2013;Tx_RoubVei2014;Tx_RoubVei2015;Tx_Latro2002;Tx_Latro2003;Tx_Latro2004;Tx_Latro2005;Tx_Latro2006;Tx_Latro2007;Tx_Latro2008;Tx_Latro2009;Tx_Latro2010;Tx_Latro2011;Tx_Latro2012;Tx_Latro2013;Tx_Latro2014;Tx_Latro2015;Tx_Furt2002;Tx_Furt2003;Tx_Furt2004;Tx_Furt2005;Tx_Furt2006;Tx_Furt2007;Tx_Furt2008;Tx_Furt2009;Tx_Furt2010;Tx_Furt2011;Tx_Furt2012;Tx_Furt2013;Tx_Furt2014;Tx_Furt2015;Tx_HomDol2002;Tx_HomDol2003;Tx_HomDol2004;Tx_HomDol2005;Tx_HomDol2006;Tx_HomDol2007;Tx_HomDol2008;Tx_HomDol2009;Tx_HomDol2010;Tx_HomDol2011;Tx_HomDol2012;Tx_HomDol2013;Tx_HomDol2014;Tx_HomDol2015;Tx_FurtVei2002;Tx_FurtVei2003;Tx_FurtVei2004;Tx_FurtVei2005;Tx_FurtVei2006;Tx_FurtVei2007;Tx_FurtVei2008;Tx_FurtVei2009;Tx_FurtVei2010;Tx_FurtVei2011;Tx_FurtVei2012;Tx_FurtVei2013;Tx_FurtVei2014;Tx_FurtVei2015;Tx_ExtoMS2002;Tx_ExtoMS2003;Tx_ExtoMS2004;Tx_ExtoMS2005;Tx_ExtoMS2006;Tx_ExtoMS2007;Tx_ExtoMS2008;Tx_ExtoMS2009;Tx_ExtoMS2010;Tx_ExtoMS2011;Tx_ExtoMS2012;Tx_ExtoMS2013;Tx_ExtoMS2014;Tx_ExtoMS2015;Tx_Exto2002;Tx_Exto2003;Tx_Exto2004;Tx_Exto2005;Tx_Exto2006;Tx_Exto2007;Tx_Exto2008;Tx_Exto2009;Tx_Exto2010;Tx_Exto2011;Tx_Exto2012;Tx_Exto2013;Tx_Exto2014;Tx_Exto2015;Tx_Este2002;Tx_Este2003;Tx_Este2004;Tx_Este2005;Tx_Este2006;Tx_Este2007;Tx_Este2008;Tx_Este2009;Tx_Este2010;Tx_Este2011;Tx_Este2012;Tx_Este2013;Tx_Este2014;Tx_Este2015;Tx_EntTra2002;Tx_EntTra2003;Tx_EntTra2004;Tx_EntTra2005;Tx_EntTra2006;Tx_EntTra2007;Tx_EntTra2008;Tx_EntTra2009;Tx_EntTra2010;Tx_EntTra2011;Tx_EntTra2012;Tx_EntTra2013;Tx_EntTra2014;Tx_EntTra2015;Tx_EntPosse2002;Tx_EntPosse2003;Tx_EntPosse2004;Tx_EntPosse2005;Tx_EntPosse2006;Tx_EntPosse2007;Tx_EntPosse2008;Tx_EntPosse2009;Tx_EntPosse2010;Tx_EntPosse2011;Tx_EntPosse2012;Tx_EntPosse2013;Tx_EntPosse2014;Tx_EntPosse2015;Tx_DelCorrup2002;Tx_DelCorrup2003;Tx_DelCorrup2004;Tx_DelCorrup2005;Tx_DelCorrup2006;Tx_DelCorrup2007;Tx_DelCorrup2008;Tx_DelCorrup2009;Tx_DelCorrup2010;Tx_DelCorrup2011;Tx_DelCorrup2012;Tx_DelCorrup2013;Tx_DelCorrup2014;Tx_DelCorrup2015;Tx_DelArmMun2002;Tx_DelArmMun2003;Tx_DelArmMun2004;Tx_DelArmMun2005;Tx_DelArmMun2006;Tx_DelArmMun2007;Tx_DelArmMun2008;Tx_DelArmMun2009;Tx_DelArmMun2010;Tx_DelArmMun2011;Tx_DelArmMun2012;Tx_DelArmMun2013;Tx_DelArmMun2014;Tx_DelArmMun2015
Nonoai;4312708;115,3579943;77,04160247;77,43534149;77,88161994;141,476067;103,2155617;56,08075629;137,3959428;106,3916851;82,86377196;67,10846406;136,1354548;33,95585739;107,8211827;15,38106591;7,704160247;0;0;7,859781498;7,939658595;8,011536613;0;8,183975775;16,57275439;0;25,52539777;0;58,05755992;0;0;0;0;0;7,939658595;0;8,082114281;0;0;0;0;8,488964346;0;1238,176;1787,365;1533,22;1713,396;1422,62;1357,682;2195,161;1963,954;1833,211;1947,299;1551,883;1659,151;1290,323;1302,148;23,072;15,408;7,744;7,788;15,72;39,698;8,012;24,246;24,552;8,286;8,389;8,508;8,489;24,882;30,762;7,704;46,461;70,093;47,159;47,638;88,127;80,821;114,576;116,009;25,166;51,051;127,334;82,939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,744;0;0;0;0;8,082;8,184;0;0;0;0;0;76,905;130,971;108,409;77,882;55,018;71,457;40,058;32,328;49,104;140,868;58,72;76,576;76,401;41,47;15,381;0;0;15,576;7,86;0;16,023;24,246;16,368;24,859;16,777;25,525;42,445;41,47;15,381;15,408;15,487;15,576;15,72;15,879;24,035;16,164;40,92;41,432;8,389;25,525;59,423;24,882;0;0;0;0;7,86;0;0;0;0;0;8,389;0;0;0;0;0;69,692;109,034;165,055;174,672;56,081;105,067;147,312;124,296;184,548;85,085;110,357;107,821
Nova Alvorada;4312757;34,72222222;101,7639077;134,2732461;131,6222442;32,33107016;31,93867774;31,39717425;93,42883837;30,89280198;0;121,7285453;60,79027356;60,0060006;59,01445854;0;0;0;0;0;0;31,39717425;0;0;0;0;30,39513678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;520,833;712,347;973,481;723,922;1002,263;606,835;690,738;809,717;525,178;551,302;426,05;729,483;750,075;826,202;0;33,921;0;32,906;32,331;0;31,397;31,143;61,786;61,256;0;0;0;29,507;0;33,921;0;98,717;32,331;31,939;0;93,429;30,893;0;0;30,395;60,006;59,014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34,722;0;0;65,811;32,331;63,877;31,397;31,143;61,786;153,139;152,161;30,395;0;59,014;0;0;0;0;0;31,939;0;0;0;0;0;0;0;29,507;69,444;0;0;0;32,331;127,755;31,397;0;0;30,628;0;0;0;29,507;0;0;0;0;0;0;0;0;0;0;0;30,395;0;0;0;0;369,251;98,717;64,662;95,816;62,794;93,429;61,786;122,511;60,864;243,161;150,015;147,536
Nova Araçá;4312807;87,71929825;0;0;54,58515284;0;26,1164795;51,00739607;0;0;47,37091426;160,5504587;157,4094895;132,8609389;41,50238639;0;0;0;0;0;26,1164795;0;74,83162884;121,8917601;47,37091426;68,80733945;0;0;20,75119319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1578,947;1173,104;1257,334;1009,825;932,587;470,097;688,6;947,867;1048,269;852,676;1261,468;921,97;664,305;809,297;0;0;0;0;0;0;0;0;0;23,685;0;0;0;0;116,959;28,612;111,763;0;106,581;52,233;51,007;74,832;121,892;94,742;160,55;44,974;44,287;228,263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24,944;0;0;0;22,487;0;0;233,918;0;0;27,293;0;208,932;76,511;24,944;24,378;23,685;45,872;44,974;66,43;83,005;0;28,612;0;0;0;0;0;0;0;0;0;0;0;0;116,959;0;27,941;0;0;0;25,504;24,944;0;0;0;0;22,143;41,502;0;0;0;0;0;0;0;0;0;23,685;0;0;0;0;0;0;0;0;0;26,116;0;24,944;0;23,685;91,743;22,487;88,574;20,751
Nova Bassano;4312906;0;0;24,08767915;23,84074383;82,62511804;70,14262333;69,2440854;114,1291942;67,55995946;79,14075749;260,4166667;57,03205201;80,9155011;81,25362739;49,41321804;0;12,04383958;0;11,80358829;0;11,5406809;34,23875827;45,03997298;0;67,93478261;22,81282081;23,1187146;11,60766106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1050,031;815,482;999,639;1025,152;814,448;678,045;669,359;753,253;720,64;983,607;1030,344;638,759;913,189;708,067;0;0;0;11,92;0;23,381;0;11,413;11,26;0;22,645;0;0;0;74,12;48,685;96,351;23,841;200,661;116,904;92,325;91,303;11,26;90,447;79,257;91,251;80,916;116,077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,413;0;0;0;0;0;0;61,767;109,542;60,219;95,363;118,036;151,976;92,325;34,239;123,86;90,447;192,482;136,877;115,594;34,823;0;24,343;0;11,92;94,429;58,452;126,947;0;78,82;33,917;33,967;22,813;11,559;23,215;61,767;60,857;24,088;11,92;47,214;0;11,541;0;22,52;22,612;33,967;57,032;34,678;34,823;0;0;0;0;0;0;0;0;0;11,306;22,645;11,406;11,559;0;0;24,343;96,351;11,92;47,214;0;23,081;11,413;22,52;33,917;67,935;125,471;104,034;11,608
Nova Boa Vista;4312955;0;0;0;0;0;0;0;0;0;50,27652086;0;46,79457183;0;141,509434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136,674;229,674;324,525;421,941;284,9;575,816;338,655;639,449;101,471;351,936;436,469;187,178;321,839;235,849;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45,935;92,721;0;94,967;47,985;96,759;49,188;50,736;0;0;0;0;47,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92,721;46,882;94,967;0;0;0;50,736;100,553;48,497;0;45,977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46,361;46,882;0;0;0;0;0;50,277;0;0;0;0
Nova Bréscia;4313003;31,73595684;31,44654088;0;0;31,00775194;61,90034045;30,82614057;0;0;0;0;58,32604258;0;29,70885324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1174,23;943,396;844,542;935,454;1023,256;1021,356;524,044;555,899;308,737;727,273;637,681;699,913;533,65;505,051;0;0;0;0;0;0;0;30,883;0;0;0;0;0;59,418;0;0;31,279;93,545;124,031;154,751;0;30,883;30,874;0;0;29,163;0;29,709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,447;0;0;0;0;0;0;0;0;0;0;0;0;126,944;31,447;0;155,909;62,016;30,95;61,652;0;0;60,606;28,986;58,326;88,942;29,709;0;0;0;0;0;0;0;0;0;0;57,971;87,489;0;59,418;31,736;0;0;0;0;0;30,826;0;0;90,909;28,986;145,815;88,942;59,418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30,826;61,767;61,747;30,303;28,986;0;29,647;0
Nova Candelária;4313011;0;0;0;0;0;35,0385424;0;0;0;0;34,3997248;35,54923569;0;0;0;0;0;0;0;0;0;0;0;0;0;35,54923569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34,602;241,88;346,981;453,594;488,827;245,27;211,193;424,178;249,022;348,189;240,798;213,295;285,103;639,659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34,698;0;0;0;0;0;0;0;68,799;0;0;35,537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34,554;69,396;69,784;34,916;0;0;0;0;34,819;103,199;35,549;71,276;106,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35,638;35,537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34,698;0;34,916;70,077;105,597;106,045;106,724;69,638;34,4;0;0;0
Nova Esperança do Sul;4313037;0;23,46866933;0;45,17732098;22,20741728;0;43,11273981;0;41,74493843;0;20,65262288;0;20,86375965;124,0951396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167,104;563,248;807,009;813,192;843,882;811,581;1056,262;827,147;542,684;554,073;950,021;665,696;563,322;910,031;0;46,937;0;22,589;0;0;21,556;0;0;0;0;0;0;0;0;46,937;0;22,589;0;21,935;0;0;0;20,521;0;0;20,864;20,683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,935;0;0;0;20,521;0;0;0;0;95,488;0;138,344;203,298;66,622;175,477;43,113;42,418;146,107;82,085;144,568;62,409;62,591;103,413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23,469;23,057;0;0;43,869;21,556;0;20,872;0;41,305;41,606;41,728;41,365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115,287;45,177;88,83;0;150,895;106,045;83,49;123,127;0;124,818;41,728;41,365
Nova Hartz;4313060;258,9691764;185,5631843;151,3225592;166,0243107;243,9166038;130,8304892;195,0186661;207,6048951;80,29978587;79,52497084;120,4188482;130,4869774;263,3481359;255,2615128;31,58160687;55,66895528;66,58192603;71,15327602;40,65276729;11,37656428;33,43177133;16,38986014;26,76659529;21,20665889;26,17801047;41,75583277;41,30951152;67,72244218;0;0;0;0;0;0;0;0;0;0;5,235602094;0;0;0;1351,693;1688,625;1652,442;1618,737;1742,261;1262,799;1281,551;830,42;695,931;625,596;675,393;861,214;950,119;1073,14;6,316;12,371;12,106;0;23,23;17,065;5,572;10,927;5,353;0;0;15,658;5,164;5,209;12,633;30,927;54,476;53,365;29,038;28,441;50,148;27,316;42,827;47,715;62,827;73,073;46,473;57,304;0;0;0;0;5,808;0;0;0;0;0;0;0;0;0;0;0;0;11,859;5,808;5,688;0;10,927;0;0;5,236;5,219;10,327;5,209;37,898;80,411;90,794;130,448;191,649;244,596;167,159;147,509;176,66;121,938;151,832;161,804;144,583;98,979;6,316;0;6,053;5,929;0;5,688;27,86;32,78;48,18;42,413;10,471;78,292;36,146;78,141;82,112;61,854;42,37;23,718;11,615;5,688;16,716;38,243;16,06;42,413;41,885;36,536;61,964;125,026;0;0;0;0;0;0;0;0;0;0;0;0;0;5,209;0;0;48,423;29,647;23,23;39,818;50,148;32,78;21,413;5,302;20,942;26,097;41,31;88,56
Nova Pádua;4313086;82,03445447;0;0;41,03405827;204,8340844;81,4000814;0;244,3991853;41,15226337;82,85004143;83,36807003;0;162,9327902;118,7648456;0;0;41,05090312;41,03405827;40,96681688;0;0;0;0;41,42502071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82,034;328,138;574,713;902,749;1106,104;732,601;445,705;285,132;617,284;538,525;458,524;417,537;448,065;593,824;0;0;0;41,034;0;0;0;0;0;0;41,684;0;0;0;0;0;0;41,034;40,967;0;40,519;81,466;0;82,85;0;0;0;79,177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41,152;0;0;0;0;0;0;0;0;0;40,967;0;81,037;0;41,152;82,85;41,684;41,754;0;79,177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40,7;0;0;0;0;0;0;0;0
Nova Palma;4313102;15,49426712;61,49116065;30,72196621;61,31207848;61,17143294;30,50640635;76,2195122;76,34753397;91,63103238;31,0703744;140,3180543;63,39144216;128,3491096;127,064803;0;0;0;0;0;15,25320317;0;0;0;0;15,59089492;0;16,0436387;0;0;0;0;15,32801962;0;0;0;0;0;0;0;0;0;0;1348,001;1506,533;1536,098;1624,77;1146,964;1174,497;1204,268;1282,639;1450,825;1553,519;1013,408;808,241;1090,967;1254,765;0;30,746;0;0;15,293;0;15,244;30,539;15,272;0;46,773;0;0;0;46,483;30,746;46,083;76,64;61,171;15,253;0;0;122,175;15,535;31,182;0;32,087;31,766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,272;0;0;0;0;0;61,977;46,118;107,527;153,28;76,464;30,506;60,976;152,695;122,175;186,422;140,318;190,174;64,175;174,714;0;0;0;0;0;15,253;15,244;0;0;15,535;0;0;0;0;0;15,373;15,361;30,656;30,586;0;0;15,27;0;0;0;0;0;0;0;0;0;15,328;0;0;0;0;0;0;0;15,848;16,044;0;0;0;30,722;61,312;45,879;15,253;76,22;137,426;45,816;93,211;46,773;47,544;96,262;95,299
Nova Petrópolis;4313201;68,50488097;16,89855236;55,48465849;92,86065439;64,64472337;90,1378579;67,94898599;46,4180721;15,24777637;39,71997418;89,34776134;72,95365011;42,8796036;55,78541211;28,54370041;0;16,64539755;0;16,16118084;10,60445387;5,226845076;10,31512713;5,082592122;9,929993546;4,963764519;29,18146005;4,7644004;0;0;0;0;0;0;0;0;5,157563567;0;4,964996773;0;0;4,7644004;0;1113,204;1453,276;1137,435;1130,715;1120,509;943,796;1076,73;737,532;762,389;883,769;794,202;870,58;714,66;1027,381;0;5,633;0;10,925;10,774;5,302;0;0;0;4,965;0;0;0;0;28,544;56,329;27,742;60,086;64,645;53,022;73,176;36,103;15,248;9,93;34,746;0;19,058;27,893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,633;5,548;10,925;10,774;15,907;15,681;20,63;5,083;14,895;4,964;4,864;0;0;256,893;259,111;216,39;251,27;199,321;206,787;177,713;82,521;142,313;168,81;243,224;68,09;104,817;120,868;5,709;0;16,645;5,462;21,548;37,116;26,134;10,315;15,248;4,965;9,928;24,318;14,293;13,946;17,126;22,531;22,194;5,462;48,484;143,16;31,361;36,103;5,083;29,79;69,493;116,726;114,346;60,434;0;5,633;0;0;0;0;0;0;0;0;0;4,864;4,764;0;0;5,633;38,839;10,925;10,774;31,813;20,907;10,315;15,248;24,825;34,746;9,727;14,293;23,244
Nova Prata;4313300;35,81661891;49,8977097;63,18347509;80,58399697;46,21285642;54,19809403;83,78533316;68,9803837;84,29215661;71,18331798;124,3781095;61,07740543;60,57424383;71,39457401;0;4,98977097;9,720534629;14,22070535;0;13,54952351;4,409754377;12,93382194;21,07303915;20,93626999;20,72968491;12,21548109;8,076565844;3,966365223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1314,982;1222,494;1647,631;1369,928;1460,326;1698,207;877,541;1228,713;1066,296;967,256;1115,257;969,095;864,193;896,399;0;0;9,721;0;4,621;0;4,41;4,311;0;20,936;4,146;4,072;8,077;11,899;46,05;59,877;53,463;47,402;78,562;72,264;57,327;168,14;67,434;96,307;74,627;65,149;129,225;122,957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,117;0;0;4,74;4,621;18,066;8,82;4,311;0;0;0;4,072;8,077;7,933;92,1;179,632;126,367;137,467;166,366;162,594;136,702;228,498;181,228;87,932;91,211;61,077;104,995;146,756;0;19,959;9,721;4,74;18,485;18,066;61,737;38,801;21,073;108,869;70,481;89,58;52,498;99,159;15,35;44,908;29,162;33,182;36,97;85,814;44,098;60,358;50,575;62,809;33,167;52,934;32,306;71,395;5,117;0;4,86;0;0;0;4,41;0;4,215;0;4,146;0;0;11,899;0;0;38,882;47,402;13,864;72,264;48,507;21,556;16,858;54,434;45,605;61,077;48,459;39,664
Nova Ramada;4313334;0;36,94126339;37,43916136;0;0;38,0952381;0;0;0;0;78,00312012;0;81,30081301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1025,265;1292,944;1085,736;826,446;378,788;380,952;422,103;852,713;474,871;471,513;780,031;446,429;447,154;1048,387;0;36,941;0;0;0;0;0;0;0;0;78,003;0;0;0;0;110,824;0;0;0;38,095;0;77,519;0;0;39,002;81,169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36,617;147,765;112,317;0;37,879;0;0;116,279;0;0;156,006;81,169;81,301;40,323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,373;0;0;0;0;0;0;0;0;0;37,439;0;0;0;0;0;39,573;0;0;0;0;0;0;0;112,317;112,697;0;0;0;38,76;39,573;39,293;0;40,584;121,951;80,645
Nova Roma do Sul;4313359;32,03074952;0;31,36762861;93,45794393;184,2751843;60,9570253;90,52504526;89,49880668;29,7000297;28,91008962;28,31257078;0;0;0;0;0;0;0;30,71253071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190,658;627,353;872,274;798,526;640,049;482,8;715,99;742,501;318,011;707,814;592,718;343,249;510,493;0;0;0;0;0;30,479;0;0;0;0;0;28,225;0;0;0;31,776;31,368;31,153;30,713;0;30,175;29,833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,776;125,471;93,458;122,85;60,957;90,525;29,833;0;115,64;113,25;28,225;28,604;28,361;0;0;31,368;0;30,713;30,479;30,175;0;0;0;0;0;0;0;0;0;0;0;0;0;30,175;0;0;86,73;0;0;57,208;85,082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,368;31,153;0;0;30,175;0;0;28,91;56,625;0;28,604;28,361
Nova Santa Rita;4313375;64,47075372;130,0831401;185,8228125;189,6533558;203,7697402;176,6091052;184,4843898;155,2936878;92,85872209;104,7486034;178,2304265;156,5977087;176,8275529;205,7368942;17,58293283;11,3115774;65,58452205;26,34074386;25,47121752;29,43485086;18,92147588;27,40476843;44,21843909;69,83240223;50,92297899;45,33091568;72,33854439;63,30365974;0;0;0;5,268148773;0;0;0;0;4,421843909;4,36452514;0;0;0;0;181,69;1085,911;1574,029;1369,719;1406,011;1113,619;1286,66;1068,786;1021,446;1143,506;1009,972;1232,177;1458,827;1368,942;5,861;0;21,862;0;10,188;9,812;9,461;9,135;8,844;34,916;8,487;8,242;20,094;47,478;5,861;11,312;38,258;26,341;20,377;14,717;9,461;31,972;39,797;91,655;106,09;127,751;148,696;87,043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,094;0;0;0;4,422;4,365;0;4,121;4,019;0;23,444;62,214;32,792;73,754;66,225;122,645;42,573;18,27;70,75;74,197;131,551;49,452;48,226;83,086;0;5,656;10,931;15,804;30,565;4,906;14,191;13,702;17,687;39,281;55,167;16,484;28,132;51,434;17,583;22,623;27,327;15,804;35,66;24,529;14,191;22,837;48,64;39,281;97,602;148,356;204,959;185,955;0;0;0;0;0;0;0;0;0;0;4,244;4,121;4,019;0;0;0;32,792;52,681;35,66;29,435;37,843;22,837;26,531;39,281;46,679;28,847;48,226;67,26
Novo Barreiro;4313490;0;25,32286655;0;75,3958281;50,35246727;50,17561465;150,225338;0;149,8501499;0;0;0;76,007094;73,90983001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;202,891;430,489;529,101;955,014;755,287;1053,688;726,089;828,313;424,575;500,626;370,37;455,005;633,392;468,096;0;0;0;25,132;0;0;0;0;24,975;25,031;0;0;25,336;0;0;50,646;25,195;75,396;75,529;100,351;25,038;50,201;0;100,125;74,074;151,668;50,671;73,91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25,088;0;0;0;25,031;0;0;0;24,637;0;50,646;25,195;25,132;25,176;50,176;25,038;75,301;74,925;0;24,691;50,556;25,336;0;0;0;0;0;0;0;0;0;0;0;24,691;0;50,671;0;0;0;0;0;0;0;0;0;0;0;0;0;25,336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176,367;75,396;75,529;25,088;200,3;125,502;0;25,031;74,074;25,278;76,007;24,637
Novo Cabrais;4313391;54,8696845;54,64480874;0;0;26,43404705;78,51347815;233,6448598;51,54639175;126,4222503;50,69708492;25,39360081;26,23294858;0;219,3583767;0;0;0;26,77376171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25,28445006;0;0;0;0;0;576,132;765,027;540,687;910,308;766,587;1046,846;960,54;1056,701;1087,231;709,759;660,234;629,591;643,777;959,693;0;0;0;0;0;26,171;0;25,773;25,284;0;0;0;0;0;27,435;27,322;54,069;0;0;52,342;51,921;103,093;50,569;25,349;50,787;104,932;0;54,84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,322;0;0;0;0;0;0;0;0;0;0;0;0;0;27,322;54,069;80,321;79,302;52,342;103,842;51,546;50,569;25,349;76,181;0;80,472;0;0;0;0;0;0;0;25,961;51,546;0;0;0;0;0;0;0;0;0;26,774;26,434;0;0;0;25,284;0;0;0;0;27,42;0;0;0;0;0;0;0;0;0;50,697;0;0;0;0;0;0;0;107,095;79,302;130,856;51,921;103,093;101,138;76,046;101,574;78,699;53,648;109,679
Novo Hamburgo;4313409;947,3504572;973,7110453;974,7507317;961,0625309;1109,285635;1032,296788;904,0045056;805,359737;612,4003871;679,6243471;848,9671853;805,0911497;889,8357163;1199,55575;282,6234448;314,2073105;276,1380359;286,2563933;413,4086033;402,8876355;324,3563233;317,2878678;220,744188;211,2842979;227,9709766;243,4471462;326,9285919;404,9064166;0,416234823;1,658086071;1,653521173;2,062365946;3,705854014;0,822219664;0,411098002;0;1,235508515;1,226021071;1,225650412;1,225405099;2,458109714;4,098243083;1998,76;2676,151;2528,647;2276,027;2229,277;2239,315;1883,24;1709,075;1591,747;1401,751;1590,486;1474,162;1619,075;1581,922;19,979;16,166;15,708;14,849;19,765;19,733;24,255;15,227;13,591;25,338;35,544;26,142;35,233;32,376;299,689;344,053;377,83;471,869;434,408;379,043;410,276;481,487;389,185;427,473;408,959;446,864;458,028;438,512;0;0,415;0,413;0;0;1,233;0;0;0;0,409;0,409;0;0,41;1,229;5,827;2,487;5,787;4,125;13,176;13,156;11,1;11,523;9,06;8,173;6,945;5,31;6,145;10,655;168,159;179,902;168,659;182,726;233,057;250,777;252,414;188,48;194,799;218,64;235,325;246,715;221,64;231,961;13,32;8,705;7,854;11,549;14;19,733;25,077;39,507;65,07;79,691;76,807;92,314;100,373;87,293;59,938;43,525;31,83;30,111;28,823;24,667;32,477;61,318;86,486;66,205;165,054;206,277;151,174;94,669;1,249;0,829;0,413;0,825;2,059;1,233;0,822;0,823;0,824;1,226;2,86;5,719;1,229;4,098;1,249;1,658;54,566;55,271;53,941;50,567;52,621;48,56;59,304;59,666;82,119;64,13;77,021;61,883
Novo Machado;4313425;21,76278564;44,21843909;0;22,7998176;0;0;24,20721375;49,43153732;0;0;0;56,64117814;0;29,16302129;0;0;22,43661656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;217,628;508,512;403,859;341,997;301,764;284,428;290,487;271,873;354,251;343,098;710,188;736,335;675,105;729,076;0;22,109;0;0;0;0;0;0;0;0;27,315;28,321;0;0;0;0;0;0;0;23,702;24,207;0;25,304;26,392;27,315;28,321;0;58,326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28,129;0;0;0;44,873;45,6;0;0;0;24,716;0;0;0;28,321;56,259;116,652;0;0;0;0;0;0;0;0;25,304;26,392;0;28,321;0;29,163;0;0;0;0;0;0;0;0;0;0;0;28,321;0;0;21,763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,437;68,399;23,213;23,702;48,414;49,432;50,607;26,392;191,205;28,321;56,259;29,163
